lat,lon,swing
36.1308,-81.2275,358
36.1325,-77.1708,350
36.1336,-80.2222,357
36.1347,-97.1083,407
36.1356,-120.3606,367
36.1383,-112.0958,441
36.1389,-117.9528,398
36.1414,-114.7275,415
36.1422,-82.4261,355
36.1472,-81.7025,342
36.1483,-85.265,383
36.15,-96.25,404
36.15,-84.7283,369
36.1533,-109.5394,442
36.1617,-81.8742,334
36.1625,-97.0894,411
36.1631,-81.1494,360
36.1669,-99.7214,415
36.1683,-83.4028,366
36.1722,-87.1805,389
36.1747,-96.4433,397
36.1839,-105.0608,331
36.1878,-81.8736,312
36.1883,-120.6953,338
36.1981,-101.1847,389
36.1994,-95.887200000000007,413
36.2,-92.6667,393
36.2033,-119.0545,352
36.2064,-83.3328,374
36.2069,-121.1378,208
36.2114,-81.6442,342
36.2117,-115.1958,425
36.2131,-84.0603,378
36.2133,-94.7725,384
36.2147,-112.062,370
36.2253,-90.075,431
36.2283,-99.17,435
36.2292,-86.3181,398
36.2303,-107.5472,413
36.2333,-80.3069,367
36.2347,-115.1164,419
36.235,-88.0908,386
36.2358,-100.2675,413
36.2403,-106.4278,412
36.2456,-85.945,379
36.2469,-86.5631,394
36.2472,-121.7803,160
36.2528,-81.9136,331
36.26,-115.645,324
36.2606,-76.175,333
36.2631,-101.405,410
36.2639,-90.9681,415
36.2656,-117.1853,398
36.2667,-93.1567,393
36.2747,-91.5056,408
36.2786,-116.0033,393
36.2833,-94.3,396
36.2833,-88.7,401
36.2872,-88.2958,396
36.2886,-97.2897,420
36.2903,-96.5369,399
36.2911,-77.9822,342
36.2967,-99.7689,411
36.2981,-86.2631,390
36.2994,-103.7408,370
36.3,-78.6167,358
36.3022,-78.6108,370
36.3042,-107.0542,410
36.3092,-114.4256,451
36.3092,-95.3297,409
36.3097,-76.205,330
36.3158,-119.6369,380
36.3189,-119.6289,373
36.3208,-87.2217,378
36.3219,-94.215,396
36.3225,-95.5808,409
36.325,-87.7886,399
36.3283,-119.2992,353
36.3333,-119.95,375
36.3339,-107.8408,428
36.3372,-102.0753,401
36.3408,-86.8275,396
36.3444,-88.8636,414
36.3458,-92.3939,404
36.3464,-78.8858,354
36.3467,-106.1878,395
36.3481,-94.8244,392
36.3481,-78.4119,365
36.3561,-91.8036,414
36.3603,-93.5514,391
36.3628,-104.585,366
36.3642,-120.1561,360
36.3644,-82.2325,368
36.3661,-85.6553,392
36.3689,-92.4703,392
36.3756,-86.1808,387
36.3775,-85.3364,379
36.3783,-79.2544,380
36.3806,-84.8744,357
36.3817,-119.0264,369
36.3825,-79.6947,365
36.3894,-95.0597,394
36.3897,-100.8239,411
36.3906,-105.5864,407
36.3919,-81.3039,349
36.3925,-89.0317,414
36.395,-105.2853,372
36.3967,-77.4239,361
36.4008,-95.3,406
36.4136,-89.699700000000007,423
36.4147,-80.2169,357
36.4161,-82.9839,374
36.4161,-81.4286,349
36.4164,-93.7917,391
36.4192,-109.2269,425
36.4194,-97.8747,445
36.4194,-92.9158,395
36.4197,-90.5858,424
36.4236,-94.7967,408
36.4256,-84.9414,368
36.4261,-94.4481,398
36.4297,-114.5131,439
36.4328,-100.1369,406
36.4333,-95.6833,415
36.4378,-115.3597,414
36.4394,-77.7097,356
36.4486,-103.1539,373
36.4511,-86.6456,401
36.4522,-77.0803,347
36.4528,-89.3028,401
36.4583,-86.3239,397
36.4594,-103.19970000000001,372
36.4622,-116.8669,454
36.465,-118.8619,365
36.465,-83.5603,380
36.4661,-104.9456,341
36.4711,-86.8414,402
36.4731,-82.4044,368
36.4739,-81.8033,343
36.4783,-77.6717,366
36.4806,-121.7244,160
36.4817,-121.1822,307
36.4819,-87.8628,393
36.4819,-81.0931,380
36.4914,-118.8253,361
36.4947,-91.535,401
36.4975,-87.3356,387
36.4992,-80.6508,367
36.5028,-84.5308,373
36.5044,-96.7439,415
36.5192,-86.03,400
36.5194,-82.5275,378
36.5297,-97.4472,439
36.5381,-98.2661,445
36.5408,-85.4594,380
36.5419,-93.9367,396
36.5442,-99.535,425
36.5469,-95.1322,410
36.5472,-87.3353,403
36.5508,-114.4581,432
36.5514,-84.7967,374
36.5522,-84.1722,380
36.5539,-90.3944,415
36.5575,-105.2628,369
36.5653,-96.1664,409
36.5697,-104.5867,360
36.5717,-116.4619,397
36.5728,-79.3361,375
36.5758,-98.8797,436
36.5803,-85.1256,366
36.5869,-89.5325,435
36.5869,-79.3886,380
36.5875,-86.5258,399
36.5881,-121.8453,74
36.5903,-121.91,84
36.5914,-101.6181,416
36.5928,-121.8556,80
36.5928,-106.73,404
36.5939,-103.6192,366
36.5956,-76.4386,344
36.5992,-101.595,414
36.5994,-89.9894,433
36.6003,-78.3011,373
36.6019,-117.145,469
36.6044,-118.7325,340
36.6086,-83.7144,386
36.6122,-88.3083,405
36.6206,-116.0278,406
36.6206,-90.8125,410
36.6214,-78.5506,362
36.6239,-116.0225,405
36.6239,-87.4194,401
36.63,-91.3042,411
36.6364,-80.2514,357
36.645,-94.4853,396
36.6511,-105.9725,396
36.6519,-94.4386,384
36.6542,-80.9183,357
36.6594,-121.6656,86
36.6597,-93.1261,410
36.6619,-75.9114,338
36.6633,-80.9139,368
36.6636,-121.6081,95
36.6669,-107.9603,438
36.6672,-81.9653,376
36.6692,-96.3472,406
36.6728,-93.8578,405
36.6736,-84.4792,378
36.6778,-110.5411,418
36.6817,-101.5053,407
36.6831,-76.7683,356
36.6897,-108.3086,443
36.6917,-95.6436,423
36.695,-76.1356,341
36.6956,-78.8808,360
36.6983,-77.5597,360
36.7056,-79.865,363
36.71,-105.4164,362
36.715,-121.3492,265
36.7222,-97.7903,442
36.7236,-102.4806,398
36.7297,-76.6014,348
36.7333,-84.15,379
36.7367,-97.1019,430
36.7381,-108.3483,443
36.7381,-82.9967,374
36.7386,-103.9936,356
36.7394,-118.9631,298
36.7408,-105.5956,413
36.7414,-104.5022,364
36.7425,-98.1331,455
36.7425,-91.8347,409
36.7436,-108.2292,452
36.7444,-106.4472,396
36.7458,-86.2258,384
36.75,-103.8333,367
36.7525,-119.7017,366
36.7578,-90.4056,428
36.7581,-88.6406,394
36.76,-88.1386,416
36.7619,-96.0117,418
36.7647,-99.1128,422
36.7664,-106.5536,396
36.7672,-98.4244,452
36.7683,-96.0261,423
36.7711,-77.7928,360
36.7725,-90.324700000000007,420
36.7736,-114.1256,427
36.7764,-80.0272,369
36.7775,-78.4756,372
36.78,-119.7194,389
36.79,-92.2192,392
36.795,-108.6917,452
36.7981,-118.2036,407
36.8003,-99.64,433
36.8014,-98.6878,446
36.8047,-107.6214,456
36.8047,-97.2764,443
36.8061,-93.4661,403
36.8125,-100.5308,427
36.8136,-100.8636,425
36.8167,-76.0333,337
36.8225,-79.4106,363
36.8239,-114.0525,439
36.8275,-85.8975,391
36.8336,-94.6247,400
36.835,-108.0006,432
36.8425,-85.5244,386
36.8483,-121.4214,198
36.8492,-87.5206,421
36.85,-100.0569,430
36.855,-86.8883,407
36.8581,-92.5875,407
36.8583,-83.3303,372
36.8586,-112.7386,426
36.8589,-101.2172,421
36.8619,-93.9619,409
36.8628,-82.7711,374
36.8639,-94.36,405
36.8644,-111.6022,491
36.8658,-92.3606,417
36.8667,-84.8275,387
36.8708,-76.2289,357
36.8753,-92.8514,412
36.8775,-89.6231,442
36.8781,-91.9025,411
36.8825,-83.8819,383
36.8831,-88.9961,415
36.8833,-94.8833,409
36.8861,-85.7067,385
36.8864,-104.4428,349
36.8894,-81.7711,376
36.8914,-97.0586,435
36.8964,-88.0139,406
36.8969,-113.9425,433
36.8978,-86.1247,410
36.9028,-82.0383,364
36.9031,-102.965,373
36.9033,-76.1922,351
36.9092,-119.0883,383
36.9167,-96.1,431
36.9178,-106.5781,390
36.9194,-104.4325,339
36.9208,-111.4483,470
36.9231,-90.2836,422
36.9233,-109.09,457
36.9261,-111.4478,471
36.9272,-89.3536,430
36.9278,-80.2908,362
36.9308,-121.7692,103
36.9317,-81.0942,377
36.9358,-121.7886,126
36.9358,-107,400
36.9383,-83.3011,398
36.9414,-112.5258,427
36.95,-76.2833,352
36.9539,-120.0378,377
36.9647,-86.4239,406
36.9692,-88.8314,411
36.9742,-77.4042,383
36.9753,-91.0186,403
36.9756,-93.0239,412
36.9769,-79.8961,366
36.9811,-91.9914,409
36.9825,-104.3753,343
36.9839,-77.0078,366
36.9839,-77.0075,355
36.9853,-110.12,472
36.9858,-92.2058,414
36.9861,-94.3553,402
36.9878,-120.1106,379
36.9897,-120.9297,361
36.9906,-121.9911,126
36.9936,-112.9719,414
36.995,-116.7189,394
36.9953,-111.4914,461
36.9969,-119.7072,392
36.9986,-82.5389,353
37.0014,-85.9072,402
37.0056,-85.0617,391
37.0058,-101.8867,423
37.0067,-121.5633,250
37.0092,-92.7561,405
37.0147,-88.2678,424
37.0156,-82.3214,375
37.0158,-102.555,404
37.0222,-100.9294,426
37.0225,-76.3367,352
37.0286,-112.5367,410
37.0322,-78.3819,369
37.0375,-77.9461,366
37.0422,-89.1856,425
37.0486,-88.0728,404
37.05,-88.55,426
37.0533,-121.0578,330
37.0536,-93.575,414
37.0556,-80.7842,371
37.0564,-120.8667,353
37.0614,-95.6356,426
37.0675,-78.9517,379
37.0683,-88.7725,417
37.0683,-88.7719,421
37.0733,-93.8789,415
37.0769,-111.6639,476
37.0833,-76.35,351
37.0856,-122.0797,223
37.0856,-107.5333,429
37.0872,-84.0769,379
37.0911,-95.5664,427
37.0919,-119.5128,360
37.0925,-81.3358,366
37.0947,-81.7936,366
37.0956,-89.9161,434
37.0997,-81.1161,368
37.1047,-111.9,445
37.1069,-113.5611,440
37.1089,-92.5789,419
37.1122,-77.2017,371
37.115,-103.2986,362
37.1167,-84.6167,382
37.1244,-87.8672,403
37.1275,-88.6531,425
37.1278,-80.4033,373
37.1317,-99.0558,449
37.1317,-96.1861,425
37.1317,-86.1481,394
37.1319,-90.7756,430
37.1319,-76.493,359
37.1364,-121.6025,261
37.1364,-107.6264,432
37.1431,-114.0214,411
37.1431,-107.7597,436
37.1453,-82.4911,365
37.1467,-94.5022,418
37.1497,-109.8675,473
37.15,-83.8167,373
37.1503,-104.5567,362
37.1542,-92.2617,422
37.155,-98.0283,451
37.1561,-91.3589,427
37.1564,-90.0106,430
37.1644,-101.3397,417
37.1644,-88.4311,421
37.1681,-97.0369,432
37.1686,-84.9392,387
37.1742,-105.9392,416
37.1742,-89.3506,414
37.1756,-78.2786,372
37.1764,-94.8397,425
37.1772,-94.3047,420
37.1778,-91.6533,413
37.1786,-104.4869,360
37.1842,-86.6353,398
37.1872,-95.4508,435
37.1942,-99.7633,440
37.1953,-105.4244,409
37.1986,-108.4883,421
37.2,-90.45,418
37.2008,-113.2686,424
37.2008,-80.5864,393
37.2017,-80.4133,376
37.2036,-89.0422,425
37.2064,-119.2419,280
37.2092,-112.9814,431
37.2164,-86.8939,420
37.2253,-89.5706,433
37.2275,-119.2206,263
37.2308,-108.0514,405
37.2319,-121.9592,247
37.2328,-119.5097,350
37.2333,-83.0333,377
37.2353,-93.4003,420
37.2364,-95.7003,423
37.2381,-120.8825,356
37.2389,-77.3925,370
37.2425,-107.0169,404
37.2503,-86.2325,397
37.2553,-108.5036,419
37.2556,-81.2264,376
37.2592,-85.5022,405
37.2597,-91.4278,418
37.2614,-93.5911,426
37.2622,-104.3378,386
37.2633,-101.7886,436
37.2658,-107.0531,412
37.2669,-83.65,380
37.2692,-115.1197,423
37.2706,-99.3272,420
37.2714,-80.7131,376
37.2722,-112.6389,391
37.2753,-95.4728,426
37.2767,-98.58,432
37.2775,-95.7769,425
37.2778,-97.4097,452
37.2792,-86.2492,418
37.2811,-121.0178,362
37.2822,-82.0894,370
37.2825,-109.5575,471
37.2833,-107.8833,433
37.2833,-102.6139,408
37.2839,-98.5528,448
37.2847,-120.5128,370
37.285,-100.345,445
37.2858,-120.5117,371
37.2889,-96.9408,435
37.2889,-82.2928,365
37.29,-94.6042,429
37.2908,-75.9269,349
37.2911,-107.8564,415
37.2958,-81.2078,360
37.2992,-77.2775,364
37.3017,-76.7039,358
37.3031,-108.6275,442
37.3036,-89.9664,408
37.3117,-122.3617,99
37.3133,-122.185,243
37.3169,-79.9742,378
37.318600000000004,-91.9625,416
37.3208,-79.2067,376
37.3264,-78.3864,375
37.3278,-95.5042,433
37.3339,-92.9097,418
37.335,-108.3161,379
37.3417,-83.4706,390
37.3436,-121.6425,271
37.3444,-108.5931,428
37.345,-77.9781,374
37.3475,-87.5239,416
37.3475,-79.5233,365
37.3478,-114.5431,420
37.3522,-113.6664,408
37.3542,-84.3369,394
37.3558,-78.8314,371
37.3578,-83.7706,385
37.3592,-121.9239,212.5
37.3617,-79.9592,371
37.3678,-95.2892,438
37.3694,-102.7428,413
37.3711,-118.3581,406
37.3739,-117.9803,409
37.3769,-107.6556,376
37.3781,-89.6678,451
37.3822,-102.2986,424
37.3833,-80.5333,361
37.3842,-107.5822,391
37.3847,-79.2289,355
37.3858,-109.075,471
37.3872,-81.4053,368
37.3875,-75.9744,372
37.3908,-93.9489,427
37.3997,-87.762200000000007,430
37.4,-83.95,388
37.4031,-76.2689,355
37.4058,-122.0481,172
37.4078,-92.5931,415
37.4225,-81.0256,371
37.4256,-77.8914,379
37.4278,-94.5828,419
37.4286,-122.2567,254
37.4297,-106.0317,408
37.4339,-76.4414,350
37.4389,-105.8614,437
37.4389,-88.6678,414
37.4403,-112.4819,404
37.4414,-100.9792,423
37.4417,-105.8614,407
37.443600000000004,-122.1403,197
37.4533,-86.9117,407
37.4536,-103.3219,384
37.455,-97.8486,452
37.4603,-96.2869,433
37.4636,-113.2897,411
37.4667,-83.6606,384
37.4725,-122.4433,56
37.4744,-106.7906,336
37.4747,-88.4122,415
37.4767,-122.2386,217
37.4786,-105.5717,418
37.4814,-89.2344,417
37.4903,-84.4375,387
37.4933,-94.3147,421
37.495,-85.1517,408
37.5006,-120.855,351
37.505,-77.3203,380
37.5072,-119.6331,319
37.5081,-94.8392,442
37.5108,-86.2892,401
37.5139,-91.1939,408
37.5142,-111.9883,410
37.5147,-122.0325,175
37.5194,-97.3142,446
37.5206,-108.7561,436
37.5272,-79.6778,394
37.5292,-95.8144,434
37.53,-110.7203,477
37.5317,-85.735,391
37.5319,-87.2669,421
37.5333,-101.5667,430
37.5339,-96.8814,435
37.5422,-122.0158,184
37.5436,-80.5336,385
37.5442,-77.2758,392
37.55,-83.7667,393
37.5544,-91.8831,422
37.5581,-115.2236,408
37.5594,-108.6636,423
37.5658,-76.8,375
37.5669,-101.7508,421
37.5733,-84.2908,387
37.5739,-90.3086,426
37.5742,-81.5356,399
37.5764,-113.715,432
37.5786,-83.7658,397
37.5794,-81.3264,394
37.5811,-106.1872,414
37.5831,-75.8217,361
37.5894,-81.0925,380
37.5908,-83.3131,379
37.5917,-122.4717,128
37.5922,-100.4389,432
37.5928,-112.8639,317
37.5972,-81.8203,376
37.5981,-90.6264,423
37.5983,-101.2908,432
37.6025,-99.3022,446
37.6094,-109.9772,443
37.6128,-114.5264,434
37.6131,-109.4847,447
37.615,-118.0106,421
37.6167,-93.3911,423
37.6178,-86.5044,430
37.6197,-122.3647,144
37.6242,-120.9506,351
37.6258,-112.0811,394
37.6303,-104.7956,370
37.6331,-91.5364,416
37.6336,-83.7161,400
37.6344,-91.7225,412
37.6361,-98.1136,455
37.6411,-112.1689,403
37.6411,-80.8831,396
37.6456,-98.7281,444
37.6458,-78.965,364
37.6467,-115.7461,453
37.6475,-96.0781,432
37.6478,-118.9617,342
37.6486,-115.8008,408
37.6494,-86.4305,404
37.6528,-84.7708,406
37.6542,-122.115,152
37.6544,-97.4425,455
37.6564,-112.9919,399
37.6661,-113.5422,436
37.6664,-77.8769,379
37.6667,-103.9167,432
37.6667,-93.1067,418
37.6703,-95.4842,434
37.6731,-82.2761,390
37.6742,-106.32470000000001,411
37.6761,-81.6214,392
37.6769,-95.4472,434
37.6797,-85.8761,407
37.6819,-121.3467,330
37.685,-92.6936,423
37.6922,-121.7692,292
37.6928,-121.8144,279
37.6933,-112.8469,384
37.6967,-93.7722,433
37.7064,-112.1456,424
37.7067,-106.1444,428
37.7081,-117.2331,421
37.7081,-77.4344,379
37.7083,-113.1439,415
37.7086,-113.0944,439
37.7092,-78.2886,392
37.7131,-108.0386,340
37.715,-105.2353,375
37.7158,-109.0828,445
37.7167,-105.3167,358
37.7214,-122.2208,134
37.7233,-76.39,373
37.7256,-107.2678,371
37.7272,-80.6592,394
37.7281,-122.5053,60
37.7308,-89.1658,433
37.7333,-122.3167,128
37.7333,-105.5119,425
37.7333,-81.5833,393
37.7342,-89.92,435
37.7408,-88.5244,430
37.7417,-95.9333,435
37.7433,-77.04,366
37.7461,-97.2211,450
37.7481,-92.105,413
37.75,-119.5897,379
37.75,-84.3333,408
37.75,-77.4833,371
37.7508,-117.6375,457
37.7511,-103.4775,427
37.7558,-87.6456,417
37.7592,-119.8208,298
37.7608,-99.9683,446
37.7647,-81.1939,364
37.7672,-108.9119,430
37.7686,-111.5978,443
37.7697,-113.6556,444
37.7706,-122.4269,95
37.7717,-107.1097,424
37.7747,-88.8981,432
37.7797,-89.2497,433
37.7822,-92.2689,404
37.7822,-86.4622,411
37.7828,-87.1183,423
37.7836,-81.1231,372
37.7858,-84.7078,410
37.7889,-80.3083,389
37.7922,-90.4103,423
37.7928,-86.2325,413
37.795,-79.4136,376
37.7953,-87.993,429
37.7967,-121.5828,335
37.7981,-113.9256,444
37.7983,-122.2642,130
37.8044,-114.4069,431
37.8089,-107.6633,361
37.8106,-79.9883,392
37.8117,-95.4456,432
37.8131,-100.3456,438
37.8139,-109.0108,451
37.8142,-78.2644,374
37.8156,-112.4386,436
37.8175,-82.7883,394
37.8183,-96.8444,431
37.8194,-85.3847,404
37.8225,-107.1097,347
37.8253,-96.2644,438
37.8256,-106.9319,428
37.8283,-75.9933,395
37.83,-84.0347,390
37.8394,-94.3736,435
37.8428,-94.7086,447
37.8444,-120.2258,335
37.8531,-106.9253,385
37.8564,-80.4042,399
37.8589,-87.4086,431
37.86,-81.4631,395
37.8603,-83.8969,397
37.8622,-112.8292,416
37.8639,-103.8225,434
37.8639,-94.0156,426
37.8717,-81.9947,409
37.8725,-82.5194,396
37.8728,-95.7247,433
37.8736,-109.3075,447
37.8744,-122.2606,143
37.875,-110.3878,476
37.8792,-121.9303,267
37.8892,-121.2258,353
37.8958,-90.8411,420
37.905,-111.42,397
37.905,-93.3169,425
37.9136,-104.9483,351
37.9161,-85.6572,406
37.9192,-122.3772,128
37.9233,-95.4242,437
37.9272,-100.7247,437
37.9283,-99.3656,443
37.9286,-87.8956,438
37.9311,-98.0297,457
37.9344,-114.45,388
37.9406,-75.4631,360
37.9411,-101.2492,443
37.9458,-79.9542,388
37.9492,-107.8736,374
37.9497,-82.4047,383
37.95,-120.5333,358
37.9531,-86.7747,421
37.9561,-86.1144,404
37.9567,-119.1194,393
37.9569,-122.5439,250
37.9572,-91.7758,437
37.9589,-82.7464,395
37.9614,-119.7831,344
37.9647,-87.5783,432
37.9672,-120.38720000000001,343
37.9714,-81.1508,379
37.9747,-119.9161,363
37.9806,-105.6897,431
37.9825,-103.5439,438
37.9833,-122.0692,278
37.9842,-89.9492,453
37.9856,-121.7458,332
37.9878,-89.1931,435
37.9881,-76.7769,380
37.99,-80.6803,382
37.9917,-122.055,283
37.9928,-101.7417,428
37.9931,-100.8122,437
37.9969,-79.8317,393
37.9975,-78.4656,372
37.9983,-122.5372,228
37.9994,-121.3178,334
38.0047,-120.4864,359
38.0053,-91.3706,424
38.0111,-78.4494,379
38.0131,-122.1142,302
38.0178,-108.0514,396
38.0206,-107.6686,392
38.0247,-107.3147,389
38.0264,-107.6725,387
38.0303,-87.2736,431
38.0317,-83.3917,406
38.0325,-96.6797,442
38.0328,-78.5225,385
38.0336,-88.9203,449
38.0344,-97.3431,465
38.0392,-103.6933,429
38.0406,-114.18,412
38.0406,-88.9883,436
38.0408,-84.6058,415
38.0422,-78.0061,381
38.0442,-87.5206,438
38.0492,-93.7036,440
38.0494,-103.51220000000001,450
38.0494,-102.1236,452
38.0511,-117.0903,428
38.0583,-83.9333,411
38.0633,-102.9297,449
38.0636,-103.2153,435
38.0653,-97.8606,454
38.07,-102.6881,439
38.0722,-75.2128,356
38.0733,-88.1805,437
38.0803,-78.875,382
38.0844,-88.5425,445
38.0858,-106.1444,411
38.09,-97.9125,448
38.0936,-102.6306,440
38.0944,-84.7464,407
38.1025,-81.8464,402
38.1042,-98.6592,451
38.1061,-121.2878,327
38.115,-103.51,417
38.115,-85.645,417
38.1167,-89.7167,442
38.1211,-81.1178,380
38.1228,-83.5328,415
38.131100000000004,-105.4661,382
38.131100000000004,-91.7683,430
38.1317,-108.2864,417
38.1386,-78.453,382
38.1417,-76.4292,381
38.1433,-94.8233,436
38.1506,-109.7822,475
38.1508,-107.7572,399
38.1642,-86.8094,410
38.1692,-79.0844,385
38.1706,-112.2786,418
38.1811,-85.7392,420
38.1817,-99.0994,445
38.1847,-84.9033,415
38.1869,-94.0281,444
38.1872,-80.1336,407
38.1878,-80.8483,399
38.1947,-81.3706,388
38.1964,-99.9181,450
38.2,-85.2,428
38.2017,-91.9811,433
38.2022,-84.8825,418
38.2022,-77.3747,389
38.2033,-116.1758,456
38.2044,-92.6208,420
38.2061,-80.5206,371
38.2103,-122.2847,221
38.2119,-119.0142,342
38.2122,-75.6822,380
38.2144,-98.2078,462
38.2167,-92.7667,409
38.2175,-80.0914,395
38.2186,-83.1431,421
38.22,-80.8939,378
38.2222,-103.7219,453
38.2281,-85.6636,417
38.2306,-90.3981,432
38.2322,-78.1203,386
38.2364,-75.3789,376
38.2422,-96.9242,446
38.2456,-78.2703,383
38.2486,-120.8433,369
38.2486,-111.9608,407
38.2506,-76.9628,395
38.2547,-95.75,444
38.2553,-110.18,457
38.2575,-119.2286,382
38.2578,-122.6078,224
38.2581,-93.3989,435
38.2597,-104.7169,418
38.2611,-94.405,443
38.2681,-112.4814,401
38.2692,-87.1631,433
38.2736,-122.0678,311
38.2758,-87.9989,444
38.2769,-120.3114,338
38.2778,-122.2647,236
38.2789,-86.4683,426
38.2794,-82.1114,401
38.28,-95.2178,440
38.2875,-77.4508,386
38.2894,-79.8186,383
38.29,-104.4983,420
38.2917,-111.26220000000001,458
38.2922,-82.9747,404
38.2994,-122.4622,278
38.3,-76.4167,384
38.3011,-109.2336,449
38.3028,-111.2936,438
38.3064,-79.7197,379
38.3083,-75.1239,353
38.3139,-81.7186,392
38.3167,-114.65,415
38.3167,-77.45,403
38.3197,-76.4525,390
38.3208,-123.07470000000001,65
38.3306,-120.6706,349
38.3306,-96.1897,444
38.3311,-79.6586,379
38.3333,-79.925,390
38.3353,-82.9075,406
38.3406,-75.5103,380
38.3422,-104.0567,420
38.3422,-83.1036,396
38.3431,-89.3586,448
38.3483,-88.8533,442
38.3486,-92.5808,440
38.3531,-98.7639,459
38.3567,-87.5906,451
38.3636,-85.4186,442
38.365,-82.555,402
38.365,-75.5892,374
38.3664,-90.1619,445
38.3683,-78.2503,383
38.3703,-96.5483,441
38.3706,-110.7153,511
38.3758,-98.7803,448
38.3761,-108.7422,469
38.3769,-84.3031,423
38.3772,-120.8008,350
38.3772,-97.6097,460
38.3775,-121.9575,341
38.3778,-97.0753,468
38.3778,-88.0569,460
38.3794,-81.59,390
38.3806,-88.3264,449
38.3833,-108.9833,446
38.3844,-118.1056,437
38.3858,-122.9661,223
38.3897,-108.9494,473
38.395,-122.3567,259
38.395,-93.7711,446
38.3956,-121.9608,356
38.3989,-79.995,370
38.4014,-82.5267,406
38.4058,-111.6433,399
38.4106,-87.7578,441
38.4136,-119.32,402
38.4167,-113.0167,472
38.4197,-82.2986,409
38.4231,-115.0225,423
38.4239,-82.5936,411
38.4294,-96.2189,453
38.4306,-122.8647,242
38.4331,-96.5578,448
38.4381,-122.6978,214
38.44,-92.8519,425
38.4442,-107.5592,466
38.4444,-91.0042,434
38.4461,-120.4992,369
38.4461,-106.7611,468
38.4478,-99.91,453
38.4486,-112.2275,425
38.4506,-91.3756,435
38.4536,-82.6131,418
38.4553,-78.9353,406
38.4558,-86.6983,432
38.4583,-91.7028,434
38.46,-109.8214,482
38.46,-105.2256,372
38.4617,-76.6992,379
38.465,-87.2658,440
38.4661,-101.7758,436
38.4667,-107.1678,504
38.4681,-102.2947,445
38.4739,-80.4086,383
38.4758,-102.7769,438
38.4794,-101.3658,438
38.4819,-100.9189,452
38.4831,-113.4264,465
38.4844,-93.2556,440
38.4858,-107.8792,448
38.4875,-75.8211,395
38.4917,-122.1242,343
38.4919,-122.0039,364
38.4931,-88.9703,454
38.4933,-81.3483,403
38.4947,-83.0183,397
38.5,-77.3,394
38.5006,-120.2189,332
38.5039,-122.8103,248
38.5039,-95.7036,449
38.505,-107.8975,469
38.5067,-122.4714,288
38.5069,-121.495,342
38.5086,-111.8842,413
38.515,-123.2447,91
38.5167,-118.6294,420
38.52,-89.8467,441
38.5208,-115.5444,487
38.5217,-78.4356,362
38.5228,-121.9683,365
38.5253,-106.9672,489
38.5278,-81.9153,401
38.53,-103.7058,439
38.5311,-79.7714,389
38.5319,-93.5242,451
38.5325,-77.8167,381
38.5328,-106.0158,388
38.5333,-77,362
38.535,-121.7761,355
38.5358,-80.4169,386
38.5439,-107.6928,417
38.5458,-78.0981,389
38.5528,-86.7944,440
38.5547,-107.6872,421
38.5556,-121.4169,347
38.5556,-86.4858,433
38.5636,-99.235,454
38.5667,-76.0667,392
38.5669,-90.1942,439
38.57,-79.2758,388
38.5714,-90.1572,443
38.5731,-122.4406,300
38.5744,-109.5458,500
38.5778,-112.3347,436
38.5778,-110.7078,492
38.5853,-92.1825,441
38.5911,-94.8778,448
38.5911,-92.1558,429
38.5961,-122.6014,292
38.6003,-100.6197,440
38.6003,-89.8178,451
38.6078,-97.9597,460
38.6133,-95.2808,449
38.6158,-86.0856,422
38.6164,-109.6192,505
38.6175,-122.8731,292
38.6197,-80.3822,384
38.6278,-92.5545,439
38.6292,-90.2706,450
38.6308,-89.3658,451
38.631100000000004,-80.0856,375
38.6333,-75.45,385
38.6369,-78.8531,401
38.645,-95.5661,458
38.6453,-88.9461,457
38.6489,-87.1989,434
38.65,-85.7,416
38.6514,-109.3986,491
38.655,-101.6961,438
38.6553,-78.2272,394
38.6572,-90.6558,440
38.6583,-85.1456,407
38.6586,-84.6106,414
38.6611,-80.6969,407
38.6644,-94.89,445
38.665,-80.7672,394
38.6656,-96.9494,460
38.6661,-78.3728,385
38.6675,-102.9936,418
38.6689,-99.7883,443
38.675,-85.6033,415
38.6753,-93.2228,446
38.6753,-84.325,424
38.6756,-79.3092,376
38.6758,-96.5097,457
38.6786,-88.4797,464
38.6786,-87.4633,454
38.6789,-80.1958,377
38.6811,-77.7678,393
38.6825,-108.9722,451
38.6828,-121.7942,367
38.6833,-76.6667,392
38.6842,-102.1614,432
38.6844,-82.1836,411
38.6856,-90.5231,444
38.6869,-83.7872,422
38.6886,-85.785,434
38.6892,-75.3592,385
38.6956,-121.5897,357
38.6956,-120.8244,334
38.6989,-90.6828,436
38.7,-121.1667,358
38.7003,-88.0817,455
38.7003,-82.4736,408
38.7042,-93.1833,446
38.7075,-112.9539,467
38.7086,-120.0403,308
38.7103,-88.5758,446
38.7144,-76.1897,396
38.7161,-122.9975,289
38.7267,-87.69,455
38.7278,-98.2267,462
38.7333,-120.7333,350
38.7339,-77.4925,412
38.7369,-85.3942,423
38.7386,-87.4878,454
38.7411,-103.5428,406
38.7431,-97.6678,470
38.7436,-85.0761,434
38.7456,-119.51,398
38.7506,-81.9808,407
38.7525,-90.3736,450
38.7531,-108.0783,463
38.7539,-108.0278,473
38.755,-109.7542,520
38.7556,-90.6106,455
